Generated by http://statistics.gov.scot,2020-12-07T13:29:45+00:00
http://statistics.gov.scot/data/age-at-first-birth,Age of First Time Mothers
Reference Period,2013/14-2015/16
Age,19 years and under
Measure (cell values): ,"Count(First Time Mothers), Ratio(Percent Of First Time Mothers)"

,,http://statistics.gov.scot/def/measure-properties/count,http://statistics.gov.scot/def/measure-properties/ratio
http://statistics.gov.scot/id/statistical-geography/S01009968,Carmunnock North - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009969,Carmunnock South - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009970,Carmunnock South - 02,2,25
http://statistics.gov.scot/id/statistical-geography/S01009971,Carmunnock South - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009972,Carmunnock South - 04,1,5
http://statistics.gov.scot/id/statistical-geography/S01010074,Carmyle and Mount Vernon South - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010075,Carmyle and Mount Vernon South - 02,1,33.33
http://statistics.gov.scot/id/statistical-geography/S01010076,Carmyle and Mount Vernon South - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010077,Carmyle and Mount Vernon South - 04,2,22.22
http://statistics.gov.scot/id/statistical-geography/S01009307,Carnegie Drive,1,5.88
http://statistics.gov.scot/id/statistical-geography/S01009276,Carnock,1,20
http://statistics.gov.scot/id/statistical-geography/S01007163,Carnoustie East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007164,Carnoustie East - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007165,Carnoustie East - 03,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01007166,Carnoustie East - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01007167,Carnoustie East - 05,1,10
http://statistics.gov.scot/id/statistical-geography/S01007168,Carnoustie East - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01007169,Carnoustie East - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01007156,Carnoustie West - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007157,Carnoustie West - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01007158,Carnoustie West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007159,Carnoustie West - 04,2,22.22
http://statistics.gov.scot/id/statistical-geography/S01007160,Carnoustie West - 05,1,10
http://statistics.gov.scot/id/statistical-geography/S01007161,Carnoustie West - 06,2,22.22
http://statistics.gov.scot/id/statistical-geography/S01007162,Carnoustie West - 07,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01010152,Carntyne - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010153,Carntyne - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01010154,Carntyne - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010155,Carntyne - 04,2,40
http://statistics.gov.scot/id/statistical-geography/S01010242,Carntyne West and Haghill - 01,2,13.33
http://statistics.gov.scot/id/statistical-geography/S01010243,Carntyne West and Haghill - 02,4,18.18
http://statistics.gov.scot/id/statistical-geography/S01010244,Carntyne West and Haghill - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010245,Carntyne West and Haghill - 04,1,6.25
http://statistics.gov.scot/id/statistical-geography/S01010246,Carntyne West and Haghill - 05,3,20
http://statistics.gov.scot/id/statistical-geography/S01010247,Carntyne West and Haghill - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01009944,Carnwadric East - 01,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01009945,Carnwadric East - 02,4,20
http://statistics.gov.scot/id/statistical-geography/S01009946,Carnwadric East - 03,2,11.11
http://statistics.gov.scot/id/statistical-geography/S01009947,Carnwadric East - 04,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01009939,Carnwadric West - 01,5,25
http://statistics.gov.scot/id/statistical-geography/S01009940,Carnwadric West - 02,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01009941,Carnwadric West - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009942,Carnwadric West - 04,2,12.5
http://statistics.gov.scot/id/statistical-geography/S01009943,Carnwadric West - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01008977,Carrick Knowe - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01008978,Carrick Knowe - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01008979,Carrick Knowe - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01008980,Carrick Knowe - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01012441,Carrick North - 01,2,50
http://statistics.gov.scot/id/statistical-geography/S01012442,Carrick North - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012443,Carrick North - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01012444,Carrick North - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01012445,Carrick North - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01012417,Carrick South - 01,1,20
http://statistics.gov.scot/id/statistical-geography/S01012418,Carrick South - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012419,Carrick South - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01012420,Carrick South - 04,3,37.5
http://statistics.gov.scot/id/statistical-geography/S01012421,Carrick South - 05,2,22.22
http://statistics.gov.scot/id/statistical-geography/S01012422,Carrick South - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01012423,Carrick South - 07,0,0
http://statistics.gov.scot/id/statistical-geography/S01011771,Carrickstone - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011772,Carrickstone - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01011773,Carrickstone - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01011774,Carrickstone - 04,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01011775,Carrickstone - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01011776,Carrickstone - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01009113,Carron - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009114,Carron - 02,2,20
http://statistics.gov.scot/id/statistical-geography/S01009115,Carron - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01009116,Carron - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01009117,Carronshore - 01,3,18.75
http://statistics.gov.scot/id/statistical-geography/S01009118,Carronshore - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01009119,Carronshore - 03,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01009120,Carronshore - 04,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01009121,Carse and Grangemouth Old Town - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009122,Carse and Grangemouth Old Town - 02,2,8.7
http://statistics.gov.scot/id/statistical-geography/S01009123,Carse and Grangemouth Old Town - 03,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01009124,Carse and Grangemouth Old Town - 04,1,7.69
http://statistics.gov.scot/id/statistical-geography/S01009125,Carse and Grangemouth Old Town - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01013106,Carse of Stirling - 01,2,16.67
http://statistics.gov.scot/id/statistical-geography/S01013107,Carse of Stirling - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01013108,Carse of Stirling - 03,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01013109,Carse of Stirling - 04,1,5.88
http://statistics.gov.scot/id/statistical-geography/S01013110,Carse of Stirling - 05,2,28.57
http://statistics.gov.scot/id/statistical-geography/S01013111,Carse of Stirling - 06,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01012581,"Carstairs, Carstairs Junction and Carnwath - 01",2,14.29
http://statistics.gov.scot/id/statistical-geography/S01012582,"Carstairs, Carstairs Junction and Carnwath - 02",1,7.14
http://statistics.gov.scot/id/statistical-geography/S01012583,"Carstairs, Carstairs Junction and Carnwath - 03",0,0
http://statistics.gov.scot/id/statistical-geography/S01012584,"Carstairs, Carstairs Junction and Carnwath - 04",4,66.67
http://statistics.gov.scot/id/statistical-geography/S01012585,"Carstairs, Carstairs Junction and Carnwath - 05",0,0
http://statistics.gov.scot/id/statistical-geography/S01012586,"Carstairs, Carstairs Junction and Carnwath - 06",1,9.09
http://statistics.gov.scot/id/statistical-geography/S01009566,Caskieberran East,0,0
http://statistics.gov.scot/id/statistical-geography/S01009567,Caskieberran West,2,12.5
http://statistics.gov.scot/id/statistical-geography/S01007534,Castle Douglas - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01007535,Castle Douglas - 02,2,25
http://statistics.gov.scot/id/statistical-geography/S01007536,Castle Douglas - 03,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01007537,Castle Douglas - 04,2,16.67
http://statistics.gov.scot/id/statistical-geography/S01007538,Castle Douglas - 05,1,10
http://statistics.gov.scot/id/statistical-geography/S01012459,Castlehill and Kincaidston - 01,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01012460,Castlehill and Kincaidston - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01012461,Castlehill and Kincaidston - 03,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01012462,Castlehill and Kincaidston - 04,2,16.67
http://statistics.gov.scot/id/statistical-geography/S01012463,Castlehill and Kincaidston - 05,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01012464,Castlehill and Kincaidston - 06,1,11.11
http://statistics.gov.scot/id/statistical-geography/S01012465,Castlehill and Kincaidston - 07,2,18.18
http://statistics.gov.scot/id/statistical-geography/S01009986,Castlemilk - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01009987,Castlemilk - 02,2,20
http://statistics.gov.scot/id/statistical-geography/S01009988,Castlemilk - 03,1,20
http://statistics.gov.scot/id/statistical-geography/S01009989,Castlemilk - 04,2,15.38
http://statistics.gov.scot/id/statistical-geography/S01009990,Castlemilk - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01009991,Castlemilk - 06,2,20
http://statistics.gov.scot/id/statistical-geography/S01009992,Castlemilk - 07,1,14.29
http://statistics.gov.scot/id/statistical-geography/S01010005,Cathcart - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01010006,Cathcart - 02,1,4
http://statistics.gov.scot/id/statistical-geography/S01010007,Cathcart - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010008,Cathcart - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01010009,Cathcart - 05,0,0
http://statistics.gov.scot/id/statistical-geography/S01010010,Cathcart - 06,0,0
http://statistics.gov.scot/id/statistical-geography/S01013080,Causewayhead - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01013081,Causewayhead - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01013082,Causewayhead - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01010110,Central Easterhouse - 01,7,41.18
http://statistics.gov.scot/id/statistical-geography/S01010111,Central Easterhouse - 02,7,38.89
http://statistics.gov.scot/id/statistical-geography/S01010112,Central Easterhouse - 03,5,38.46
http://statistics.gov.scot/id/statistical-geography/S01012402,Central Shetland - 01,1,4.76
http://statistics.gov.scot/id/statistical-geography/S01012403,Central Shetland - 02,1,4.17
http://statistics.gov.scot/id/statistical-geography/S01012404,Central Shetland - 03,1,5.88
http://statistics.gov.scot/id/statistical-geography/S01012405,Central Shetland - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01011938,Central and South Inch - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011939,Central and South Inch - 02,1,8.33
http://statistics.gov.scot/id/statistical-geography/S01011940,Central and South Inch - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01011941,Central and South Inch - 04,2,20
http://statistics.gov.scot/id/statistical-geography/S01011942,Central and South Inch - 05,2,12.5
http://statistics.gov.scot/id/statistical-geography/S01011943,Central and South Inch - 06,6,19.35
http://statistics.gov.scot/id/statistical-geography/S01009695,Ceres East and Pitscottie,0,0
http://statistics.gov.scot/id/statistical-geography/S01009520,Chapel,1,10
http://statistics.gov.scot/id/statistical-geography/S01009518,Chapel Moss,0,0
http://statistics.gov.scot/id/statistical-geography/S01011620,Chapelhall East - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011621,Chapelhall East - 02,1,20
http://statistics.gov.scot/id/statistical-geography/S01011622,Chapelhall East - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01011623,Chapelhall East - 04,3,42.86
http://statistics.gov.scot/id/statistical-geography/S01011624,Chapelhall East - 05,2,25
http://statistics.gov.scot/id/statistical-geography/S01011617,Chapelhall West - 01,2,16.67
http://statistics.gov.scot/id/statistical-geography/S01011618,Chapelhall West - 02,1,10
http://statistics.gov.scot/id/statistical-geography/S01011619,Chapelhall West - 03,2,11.76
http://statistics.gov.scot/id/statistical-geography/S01009516,Chapelhill and Torbain,0,0
http://statistics.gov.scot/id/statistical-geography/S01012695,"Chapelton, Glengavel and Sandford - 01",0,0
http://statistics.gov.scot/id/statistical-geography/S01012696,"Chapelton, Glengavel and Sandford - 02",0,0
http://statistics.gov.scot/id/statistical-geography/S01012697,"Chapelton, Glengavel and Sandford - 03",0,0
http://statistics.gov.scot/id/statistical-geography/S01012698,"Chapelton, Glengavel and Sandford - 04",0,0
http://statistics.gov.scot/id/statistical-geography/S01009517,Chapelwood,1,6.25
http://statistics.gov.scot/id/statistical-geography/S01007845,Charleston - 01,3,18.75
http://statistics.gov.scot/id/statistical-geography/S01007846,Charleston - 02,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01007847,Charleston - 03,0,0
http://statistics.gov.scot/id/statistical-geography/S01007848,Charleston - 04,1,9.09
http://statistics.gov.scot/id/statistical-geography/S01007849,Charleston - 05,5,26.32
http://statistics.gov.scot/id/statistical-geography/S01009288,Charlestown and Bellknowes,0,0
http://statistics.gov.scot/id/statistical-geography/S01012321,Chirnside - East,0,0
http://statistics.gov.scot/id/statistical-geography/S01012320,Chirnside - West,2,40
http://statistics.gov.scot/id/statistical-geography/S01011704,Chryston and Muirhead - 01,0,0
http://statistics.gov.scot/id/statistical-geography/S01011705,Chryston and Muirhead - 02,1,5.26
http://statistics.gov.scot/id/statistical-geography/S01011706,Chryston and Muirhead - 03,2,12.5
http://statistics.gov.scot/id/statistical-geography/S01011707,Chryston and Muirhead - 04,0,0
http://statistics.gov.scot/id/statistical-geography/S01011708,Chryston and Muirhead - 05,2,14.29
http://statistics.gov.scot/id/statistical-geography/S01007701,City Centre - 01,1,12.5
http://statistics.gov.scot/id/statistical-geography/S01013067,City Centre - 01,2,25
http://statistics.gov.scot/id/statistical-geography/S01007702,City Centre - 02,0,0
http://statistics.gov.scot/id/statistical-geography/S01013068,City Centre - 02,2,22.22
http://statistics.gov.scot/id/statistical-geography/S01007703,City Centre - 03,2,14.29
http://statistics.gov.scot/id/statistical-geography/S01013069,City Centre - 03,1,16.67
http://statistics.gov.scot/id/statistical-geography/S01007704,City Centre - 04,5,45.45
