feature_code,year,measurement,units,value,scottish_health_survey_indicator,sex,council_name,long,lat
S12000021,2018,Percent,Percent Of Adults,12,Summary activity levels: Some activity,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,21,Self-assessed general health: Fair,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,68,Self-assessed general health: Very good/Good,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,42,Alcohol consumption: Hazardous/Harmful drinker,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,46,Long-term illness: Limiting long-term illness,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Mean,WEMWBS Score,48.4,Mental wellbeing,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,73,Fruit & vegetable consumption: Less than 5 portions,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,12,Long-term illness: Non-limiting long-term illness,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,14,Fruit & vegetable consumption: 5 portions or more,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,16,Fruit & vegetable consumption: None,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,41,Long-term illness: Limiting long-term illness,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Mean,WEMWBS Score,47.3,Mental wellbeing,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,28,Alcohol consumption: Hazardous/Harmful drinker,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Mean,Portions of fruit & vegetables,2.5,Fruit & vegetable consumption (mean daily portions),All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,28,Alcohol consumption: Non-drinker,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,49,Smoking status: Never smoked/Used to smoke occasionally,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,65,Summary activity levels: Meets recommendations,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Mean,Portions of fruit & vegetables,2.3,Fruit & vegetable consumption (mean daily portions),Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,47,Long-term illness: No long-term illness,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,21,Any cardiovascular condition: Has a cardiovascular condition,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,13,Fruit & vegetable consumption: 5 portions or more,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,36,Long-term illness: Limiting long-term illness,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,68,Self-assessed general health: Very good/Good,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,53,Smoking status: Never smoked/Used to smoke occasionally,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,62,General health questionnaire (GHQ-12): Score 0,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,27,General health questionnaire (GHQ-12): Score 1-3,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,29,Smoking status: Used to smoke regularly,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,18,General health questionnaire (GHQ-12): Score 4+,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,56,General health questionnaire (GHQ-12): Score 0,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Mean,WEMWBS Score,47.8,Mental wellbeing,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,19,Any cardiovascular condition: Has a cardiovascular condition,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,55,Summary activity levels: Meets recommendations,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,71,Overweight: Overweight (including obese),All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,20,Self-assessed general health: Fair,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,12,Self-assessed general health: Bad/Very bad,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,72,Fruit & vegetable consumption: Less than 5 portions,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,66,Obesity: Not obese,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,13,Self-assessed general health: Bad/Very bad,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,10,Fruit & vegetable consumption: None,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,29,Overweight: Not overweight or obese,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,68,Self-assessed general health: Very good/Good,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,61,Obesity: Not obese,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,39,Obesity: Obese,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,79,Any cardiovascular condition: No cardiovascular condition,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,56,Alcohol consumption: Moderate drinker,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,74,Fruit & vegetable consumption: Less than 5 portions,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,29,Obesity: Obese,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,43,Long-term illness: No long-term illness,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,45,Smoking status: Never smoked/Used to smoke occasionally,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,11,Self-assessed general health: Bad/Very bad,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,20,General health questionnaire (GHQ-12): Score 1-3,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,20,General health questionnaire (GHQ-12): Score 4+,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,20,Self-assessed general health: Fair,Female,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,53,Long-term illness: No long-term illness,Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,80,Any cardiovascular condition: No cardiovascular condition,All,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,73,Overweight: Overweight (including obese),Male,North Ayrshire,-4.72479,55.72788
S12000021,2018,Percent,Percent Of Adults,13,Fruit & vegetable consumption: None,All,North Ayrshire,-4.72479,55.72788
S12000023,2018,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,21,Long-term illness: Non-limiting long-term illness,Female,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,31,Obesity: Obese,Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,31,Smoking status: Used to smoke regularly,Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,61,Summary activity levels: Meets recommendations,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,18,"Provide any regular help or care for any sick, disabled or frail person: Yes",Female,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,82,Self-assessed general health: Very good/Good,Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,90,E-cigarette use: Never used,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,43,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,85,Doctor-diagnosed asthma: No,Male,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,19,Any cardiovascular condition: Has a cardiovascular condition,All,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,93,E-cigarette use: Never used,Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,46,Long-term illness: No long-term illness,Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,24,Overweight: Not overweight or obese,Male,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,84,E-cigarette use: Never used,Male,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,57,Alcohol consumption: Moderate drinker,Male,Orkney Islands,-2.90028,58.94334
S12000023,2019,Mean,Portions of fruit & vegetables,3.5,Fruit & vegetable consumption (mean daily portions),All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,89,E-cigarette use: Never used,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,20,General health questionnaire (GHQ-12): Score 4+,Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,42,Long-term illness: No long-term illness,All,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,33,Alcohol consumption: Hazardous/Harmful drinker,Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Mean,Portions of fruit & vegetables,3.2,Fruit & vegetable consumption (mean daily portions),Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,14,General health questionnaire (GHQ-12): Score 4+,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,23,Fruit & vegetable consumption: 5 portions or more,All,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,71,Alcohol consumption: Moderate drinker,Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,23,Fruit & vegetable consumption: 5 portions or more,Female,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,19,Any cardiovascular condition: Has a cardiovascular condition,Male,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,21,Any cardiovascular condition: Has a cardiovascular condition,Female,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,56,Alcohol consumption: Moderate drinker,Male,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,14,Alcohol consumption: Hazardous/Harmful drinker,Female,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,87,E-cigarette use: Never used,Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Mean,Portions of fruit & vegetables,3.3,Fruit & vegetable consumption (mean daily portions),All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,33,Obesity: Obese,All,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,18,Any cardiovascular condition: Has a cardiovascular condition,Female,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,24,Fruit & vegetable consumption: 5 portions or more,Male,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,81,Any cardiovascular condition: No cardiovascular condition,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,12,General health questionnaire (GHQ-12): Score 4+,Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,Female,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,Male,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,62,Alcohol consumption: Moderate drinker,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,18,Any cardiovascular condition: Has a cardiovascular condition,Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,11,General health questionnaire (GHQ-12): Score 4+,Male,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,23,Smoking status: Used to smoke regularly,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Mean,Portions of fruit & vegetables,3.5,Fruit & vegetable consumption (mean daily portions),Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,21,Smoking status: Used to smoke regularly,Female,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,19,Any cardiovascular condition: Has a cardiovascular condition,All,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,31,Obesity: Obese,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,93,E-cigarette use: Never used,Female,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,32,Obesity: Obese,Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,29,Fruit & vegetable consumption: 5 portions or more,Male,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,55,Summary activity levels: Meets recommendations,Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,80,Doctor-diagnosed asthma: No,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,79,Self-assessed general health: Very good/Good,All,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,22,General health questionnaire (GHQ-12): Score 1-3,Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,46,Long-term illness: No long-term illness,Male,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,5,Summary activity levels: Low activity,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Mean,WEMWBS Score,50,Mental wellbeing,Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,Female,Orkney Islands,-2.90028,58.94334
S12000023,2018,Mean,WEMWBS Score,50.2,Mental wellbeing,Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Mean,Units of alcohol,7.7,Alcohol consumption (mean weekly units),Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,33,Life satisfaction: Mode (8),Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,16,Alcohol consumption: Non-drinker,All,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,13,Smoking status: Current smoker,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,Male,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,9,Smoking status: Current smoker,Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Mean,Units of alcohol,15.9,Alcohol consumption (mean weekly units),Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,23,General health questionnaire (GHQ-12): Score 1-3,All,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,12,Self-assessed general health: Fair,Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,6,Summary activity levels: Low activity,All,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,67,Summary activity levels: Meets recommendations,Male,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,73,Overweight: Overweight (including obese),All,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,71,Overweight: Overweight (including obese),Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,41,Long-term illness: Limiting long-term illness,Female,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,20,Doctor-diagnosed asthma: Yes,All,Orkney Islands,-2.90028,58.94334
S12000023,2019,Percent,Percent Of Adults,28,Overweight: Not overweight or obese,Female,Orkney Islands,-2.90028,58.94334
S12000023,2018,Percent,Percent Of Adults,24,General health questionnaire (GHQ-12): Score 1-3,Female,Orkney Islands,-2.90028,58.94334
